resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,rank
2046,116,21,17,11,13,12,12,12,0,58,0,0,0
2047,116,51,18,18,19,13,13,13,0,58,0,0,0
2048,116,50,18,19,18,14,14,14,0,57,0,0,0
2049,116,14,1,5,9,15,15,15,0,56,0,0,0
2050,116,43,7,21,10,0,0,16,0,53,0,0,0
2051,116,35,16,16,17,0,0,17,0,51,0,0,0
2052,116,15,4,7,6,0,0,18,0,37,0,0,0
2053,116,44,7,20,7,0,0,19,0,37,0,0,0
2054,116,8,1,6,1,0,0,20,0,25,0,0,0
2055,117,23,3,4,1,1,1,1,10,70,30:49.2,5449213,0
2056,117,31,3,3,2,2,2,2,8,70,13.813,5463026,0
2057,117,30,6,1,3,3,3,3,6,70,19.568,5468781,0
2058,117,8,1,6,4,4,4,4,5,70,38.047,5487260,0
2059,117,14,1,5,5,5,5,5,4,70,40.289,5489502,0
2060,117,17,19,14,9,6,6,6,3,70,+1:06.380,5515593,0
2061,117,22,6,2,8,7,7,7,2,69,0,0,0
2062,117,44,7,20,10,8,8,8,1,69,0,0,0
2063,117,35,16,16,12,9,9,9,0,69,0,0,0
2064,117,42,19,15,11,10,10,10,0,69,0,0,0
2065,117,43,7,21,13,11,11,11,0,69,0,0,0
2066,117,49,15,10,16,12,12,12,0,68,0,0,0
2067,117,2,15,9,15,13,13,13,0,68,0,0,0
2068,117,51,18,18,20,14,14,14,0,67,0,0,0
2069,117,52,17,12,18,15,15,15,0,67,0,0,0
2070,117,50,18,19,19,16,16,16,0,66,0,0,0
2071,117,15,4,7,6,0,0,17,0,45,0,0,0
2072,117,4,4,8,7,0,0,18,0,43,0,0,0
2073,117,21,17,11,17,0,0,19,0,42,0,0,0
2074,117,18,16,17,14,0,0,20,0,23,0,0,0
2075,118,22,6,2,1,1,1,1,10,60,28:37.6,5317554,0
2076,118,31,3,3,7,2,2,2,8,60,5.462,5323016,0
2077,118,8,1,6,3,3,3,3,6,60,10.656,5328210,0
2078,118,30,6,1,5,4,4,4,5,60,25.648,5343202,0
2079,118,14,1,5,12,5,5,5,4,60,36.827,5354381,0
2080,118,15,4,7,2,6,6,6,3,60,43.067,5360621,0
2081,118,43,7,21,6,7,7,7,2,60,45.085,5362639,0
2082,118,18,16,17,20,8,8,8,1,60,45.478,5363032,0
2083,118,23,3,4,4,9,9,9,0,60,58.032,5375586,0
2084,118,35,16,16,9,10,10,10,0,60,+1:03.569,5381123,0
2085,118,44,7,20,13,11,11,11,0,60,+1:05.207,5382761,0
2086,118,49,15,10,14,12,12,12,0,60,+1:05.564,5383118,0
2087,118,52,17,12,17,13,13,13,0,59,0,0,0
2088,118,17,19,14,11,14,14,14,0,59,0,0,0
2089,118,50,18,19,19,15,15,15,0,58,0,0,0
2090,118,51,18,18,18,16,16,16,0,58,0,0,0
2091,118,2,15,9,16,17,17,17,0,58,0,0,0
2092,118,4,4,8,8,0,0,18,0,52,0,0,0
2093,118,21,17,11,15,0,0,19,0,44,0,0,0
2094,118,42,19,15,10,0,0,20,0,32,0,0,0
2095,119,31,3,3,1,1,1,1,10,67,28:48.8,5328769,0
2096,119,14,1,5,10,2,2,2,8,67,+1:05.459,5394228,0
2097,119,15,4,7,4,3,3,3,6,67,+1:09.060,5397829,0
2098,119,4,4,8,8,4,4,4,5,67,+1:09.344,5398113,0
2099,119,44,7,20,7,5,5,5,4,66,0,0,0
2100,119,43,7,21,9,6,6,6,3,66,0,0,0
2101,119,30,6,1,6,7,7,7,2,66,0,0,0
2102,119,18,16,17,17,8,8,8,1,66,0,0,0
2103,119,35,16,16,13,9,9,9,0,65,0,0,0
2104,119,2,15,9,15,10,10,10,0,65,0,0,0
2105,119,17,19,14,11,11,11,11,0,64,0,0,0
2106,119,53,18,18,20,12,12,12,0,62,0,0,0
2107,119,21,17,11,13,13,13,13,0,60,0,0,0
2108,119,50,18,19,19,0,0,14,0,23,0,0,0
2109,119,51,19,15,16,0,0,15,0,6,0,0,0
2110,119,23,3,4,2,0,0,16,0,1,0,0,0
2111,119,49,15,10,14,0,0,17,0,1,0,0,0
2112,119,22,6,2,3,0,0,18,0,0,0,0,0
2113,119,8,1,6,5,0,0,19,0,0,0,0,0
2114,119,52,17,12,18,0,0,20,0,0,0,0,0
2115,120,4,4,8,1,1,1,1,10,70,39:01.5,5941460,0
2116,120,8,1,6,7,2,2,2,8,70,16.768,5958228,0
2117,120,31,3,3,4,3,3,3,6,70,34.537,5975997,0
2118,120,23,3,4,2,4,4,4,5,70,35.62,5977080,0
2119,120,14,1,5,9,5,5,5,4,70,56.535,5997995,0
2120,120,17,19,14,3,6,6,6,3,70,+1:12.643,6014103,0
2121,120,15,4,7,6,7,7,7,2,69,0,0,0
2122,120,30,6,1,8,8,8,8,1,69,0,0,0
2123,120,2,15,9,11,9,9,9,0,69,0,0,0
2124,120,18,16,17,14,10,10,10,0,69,0,0,0
2125,120,43,7,21,15,11,11,11,0,68,0,0,0
2126,120,50,18,19,18,12,12,12,0,67,0,0,0
2127,120,53,18,18,20,13,13,13,0,66,0,0,0
2128,120,49,15,10,17,0,0,14,0,47,0,0,0
2129,120,51,19,15,12,0,0,15,0,42,0,0,0
2130,120,47,17,12,19,0,0,16,0,34,0,0,0
2131,120,44,7,20,10,0,0,17,0,33,0,0,0
2132,120,21,17,11,13,0,0,18,0,28,0,0,0
2133,120,22,6,2,5,0,0,19,0,19,0,0,0
2134,120,35,16,16,16,0,0,20,0,14,0,0,0
2135,121,30,6,1,1,1,1,1,10,53,14:19.8,4459838,0
2136,121,31,3,3,2,2,2,2,8,53,5.294,4465132,0
2137,121,22,6,2,3,3,3,3,6,53,11.835,4471673,0
2138,121,8,1,6,4,4,4,4,5,53,12.834,4472672,0
2139,121,48,3,4,5,5,5,5,4,53,27.891,4487729,0
2140,121,35,16,16,10,6,6,6,3,52,0,0,0
2141,121,17,19,14,11,7,7,7,2,52,0,0,0
2142,121,4,4,8,20,8,8,8,1,52,0,0,0
2143,121,2,15,9,16,9,9,9,0,52,0,0,0
2144,121,21,17,11,13,10,10,10,0,52,0,0,0
2145,121,47,17,12,18,11,11,11,0,51,0,0,0
2146,121,53,18,18,19,12,12,12,0,51,0,0,0
2147,121,49,15,10,14,13,13,13,0,50,0,0,0
2148,121,14,1,5,8,0,0,14,0,45,0,0,0
2149,121,44,7,20,9,0,0,15,0,35,0,0,0
2150,121,50,18,19,17,0,0,16,0,27,0,0,0
2151,121,18,16,17,7,0,0,17,0,24,0,0,0
2152,121,43,7,21,12,0,0,18,0,3,0,0,0
2153,121,51,19,15,15,0,0,19,0,2,0,0,0
2154,121,15,4,7,6,0,0,20,0,0,0,0,0
2155,122,30,6,1,7,1,1,1,10,73,33:36.0,5615997,0
2156,122,8,1,6,1,2,2,2,8,73,18.258,5634255,0
2157,122,49,15,10,15,3,3,3,6,73,37.964,5653961,0
2158,122,15,4,7,10,4,4,4,5,73,48.329,5664326,0
2159,122,2,15,9,13,5,5,5,4,73,56.403,5672400,0
2160,122,31,3,3,4,6,6,6,3,72,0,0,0
2161,122,21,17,11,17,7,7,7,2,72,0,0,0
2162,122,51,19,15,16,8,8,8,1,71,0,0,0
2163,122,43,7,21,9,9,9,9,0,71,0,0,0
2164,122,50,18,19,19,10,10,10,0,69,0,0,0
2165,122,53,18,18,20,11,11,11,0,69,0,0,0
2166,122,35,16,16,12,0,0,12,0,63,0,0,0
2167,122,52,17,12,18,0,0,13,0,48,0,0,0
2168,122,14,1,5,8,0,0,14,0,45,0,0,0
2169,122,4,4,8,6,0,0,15,0,44,0,0,0
2170,122,18,16,17,11,0,0,16,0,41,0,0,0
2171,122,44,7,20,3,0,0,17,0,27,0,0,0
2172,122,17,19,14,14,0,0,18,0,21,0,0,0
2173,122,23,3,4,5,0,0,19,0,21,0,0,0
2174,122,22,6,2,2,0,0,20,0,2,0,0,0
2175,123,22,6,2,1,1,1,1,10,53,25:11.7,5111743,0
2176,123,8,1,6,8,2,2,2,8,53,11.085,5122828,0
2177,123,14,1,5,7,3,3,3,6,53,11.614,5123357,0
2178,123,18,16,17,9,4,4,4,5,53,33.106,5144849,0
2179,123,15,4,7,20,5,5,5,4,53,34.269,5146012,0
2180,123,11,16,16,13,6,6,6,3,53,51.692,5163435,0
2181,123,43,7,21,3,7,7,7,2,53,56.794,5168537,0
2182,123,30,6,1,14,8,8,8,1,53,59.487,5171230,0
2183,123,2,15,9,11,9,9,9,0,53,+1:00.159,5171902,0
2184,123,44,7,20,4,10,10,10,0,53,+1:01.844,5173587,0
2185,123,17,19,14,6,11,11,11,0,53,+1:11.005,5182748,0
2186,123,23,3,4,19,12,12,12,0,52,0,0,0
2187,123,51,19,15,10,13,13,13,0,52,0,0,0
2188,123,52,17,12,15,14,14,14,0,51,0,0,0
2189,123,50,18,19,17,15,15,15,0,51,0,0,0
2190,123,53,18,18,18,16,16,16,0,50,0,0,0
2191,123,21,17,11,16,0,0,17,0,33,0,0,0
2192,123,4,4,8,5,0,0,18,0,17,0,0,0
2193,123,49,15,10,12,0,0,19,0,9,0,0,0
2194,123,31,3,3,2,0,0,20,0,9,0,0,0
2195,124,30,6,1,2,1,1,1,10,58,35:36.8,5736792,0
2196,124,31,3,6,6,2,2,2,6,58,18.628,5755420,0
2197,124,8,1,4,5,3,3,3,4,58,25.067,5761859,0
2198,124,56,19,16,19,4,4,4,3,57,0,0,0
2199,124,17,18,23,18,5,5,5,2,56,0,0,0
2200,124,63,7,24,14,6,6,6,1,56,0,0,0
2201,124,62,18,22,21,7,7,7,0,55,0,0,0
2202,124,37,19,17,20,8,8,8,0,53,0,0,0
2203,124,14,1,3,4,0,0,9,0,33,0,0,0
2204,124,35,16,11,13,0,0,10,0,27,0,0,0
2205,124,49,21,20,15,0,0,11,0,16,0,0,0
2206,124,59,21,21,17,0,0,12,0,15,0,0,0
2207,124,11,17,10,22,0,0,13,0,12,0,0,0
2208,124,15,4,14,7,0,0,14,0,8,0,0,0
2209,124,22,6,2,1,0,0,15,0,0,0,0,0
2210,124,23,3,5,3,0,0,16,0,0,0,0,0
2211,124,21,17,9,8,0,0,17,0,0,0,0,0
2212,124,13,15,8,9,0,0,18,0,0,0,0,0
2213,124,2,15,7,10,0,0,19,0,0,0,0,0
2214,124,18,4,15,11,0,0,20,0,0,0,0,0
2215,124,44,16,12,12,0,0,21,0,0,0,0,0
2216,124,66,7,25,16,0,0,22,0,0,0,0,0
2217,125,23,3,5,4,1,1,1,10,56,34:12.9,5652912,0
2218,125,31,3,6,2,2,2,2,6,56,39.7,5692612,0
2219,125,30,6,1,1,3,3,3,4,56,+1:01.795,5714707,0
2220,125,18,4,15,8,4,4,4,3,56,+1:09.767,5722679,0
2221,125,2,15,7,7,5,5,5,2,55,0,0,0
2222,125,13,15,8,14,6,6,6,1,55,0,0,0
2223,125,66,7,25,19,7,7,7,0,55,0,0,0
2224,125,35,16,11,13,8,8,8,0,55,0,0,0
2225,125,11,17,10,15,9,9,9,0,54,0,0,0
2226,125,37,19,17,17,10,10,10,0,54,0,0,0
2227,125,49,21,20,11,11,11,11,0,54,0,0,0
2228,125,63,7,24,10,12,12,12,0,53,0,0,0
2229,125,21,17,9,9,13,13,13,0,53,0,0,0
2230,125,22,6,2,3,0,0,14,0,39,0,0,0
2231,125,17,18,23,21,0,0,15,0,34,0,0,0
2232,125,56,19,16,20,0,0,16,0,30,0,0,0
2233,125,62,18,22,22,0,0,17,0,29,0,0,0
2234,125,8,1,4,5,0,0,18,0,24,0,0,0
2235,125,59,21,21,16,0,0,19,0,20,0,0,0
2236,125,14,1,3,6,0,0,20,0,15,0,0,0
2237,125,44,16,12,18,0,0,21,0,9,0,0,0
2238,125,15,4,14,12,0,0,22,0,9,0,0,0
2239,126,30,6,1,2,1,1,1,10,71,31:43.7,5503662,0
2240,126,23,3,5,3,2,2,2,6,71,0.588,5504250,0
2241,126,14,1,3,4,3,3,3,4,71,59.109,5562771,0
2242,126,18,4,15,7,4,4,4,3,71,+1:06.883,5570545,0
2243,126,31,3,6,1,5,5,5,2,71,+1:07.563,5571225,0
2244,126,63,7,24,10,6,6,6,1,70,0,0,0
2245,126,56,19,16,13,7,7,7,0,70,0,0,0
2246,126,37,19,17,11,8,8,8,0,70,0,0,0
2247,126,11,17,10,19,9,9,9,0,69,0,0,0
2248,126,35,16,11,15,10,10,10,0,68,0,0,0
2249,126,17,18,23,20,11,11,11,0,68,0,0,0
2250,126,8,1,4,5,12,12,12,0,67,0,0,0
2251,126,62,18,22,22,13,13,13,0,67,0,0,0
2252,126,2,15,7,9,0,0,14,0,61,0,0,0
2253,126,15,4,14,6,0,0,15,0,60,0,0,0
2254,126,13,15,8,12,0,0,16,0,41,0,0,0
2255,126,66,7,25,16,0,0,17,0,40,0,0,0
2256,126,44,16,12,17,0,0,18,0,25,0,0,0
2257,126,49,21,20,18,0,0,19,0,25,0,0,0
2258,126,59,21,21,21,0,0,20,0,19,0,0,0
2259,126,22,6,2,8,0,0,21,0,16,0,0,0
2260,126,21,17,9,14,0,0,22,0,6,0,0,0
2261,127,30,6,1,1,1,1,1,10,62,29:10.8,5350789,0
2262,127,22,6,2,2,2,2,2,6,62,17.907,5368696,0
2263,127,23,3,5,3,3,3,3,4,62,19.755,5370544,0
2264,127,31,3,6,4,4,4,4,3,62,44.725,5395514,0
2265,127,18,4,15,9,5,5,5,2,62,+1:23.395,5434184,0
2266,127,14,1,3,6,6,6,6,1,61,0,0,0
2267,127,35,16,11,10,7,7,7,0,61,0,0,0
2268,127,13,15,8,11,8,8,8,0,61,0,0,0
2269,127,15,4,14,8,9,9,9,0,61,0,0,0
2270,127,2,15,7,7,10,10,10,0,61,0,0,0
2271,127,17,18,23,19,11,11,11,0,60,0,0,0
2272,127,59,21,21,20,0,0,12,0,50,0,0,0
2273,127,56,19,16,18,0,0,13,0,45,0,0,0
2274,127,8,1,4,5,0,0,14,0,44,0,0,0
2275,127,44,16,12,12,0,0,15,0,44,0,0,0
2276,127,37,19,17,22,0,0,16,0,30,0,0,0
2277,127,63,7,24,16,0,0,17,0,26,0,0,0
2278,127,49,21,20,13,0,0,18,0,25,0,0,0
2279,127,21,17,9,15,0,0,19,0,19,0,0,0
2280,127,11,17,10,14,0,0,20,0,5,0,0,0
2281,127,66,7,25,17,0,0,21,0,0,0,0,0
2282,127,62,18,22,0,0,0,22,0,0,0,0,0
2283,128,30,6,1,1,1,1,1,10,65,30:30.0,5429981,0
2284,128,31,3,6,4,2,2,2,6,65,35.63,5465611,0
2285,128,14,1,3,7,3,3,3,4,65,42.623,5472604,0
2286,128,2,15,7,8,4,4,4,3,65,+1:06.697,5496678,0
2287,128,13,15,8,11,5,5,5,2,65,+1:18.973,5508954,0
2288,128,49,21,20,10,6,6,6,1,65,+1:20.430,5510411,0
2289,128,35,16,11,15,7,7,7,0,64,0,0,0
2290,128,66,7,25,19,8,8,8,0,64,0,0,0
2291,128,63,7,24,17,9,9,9,0,64,0,0,0
2292,128,15,4,14,9,10,10,10,0,63,0,0,0
2293,128,23,3,5,3,11,11,11,0,63,0,0,0
2294,128,18,4,15,6,12,12,12,0,60,0,0,0
2295,128,44,16,12,13,0,0,13,0,43,0,0,0
2296,128,56,19,16,22,0,0,14,0,41,0,0,0
2297,128,59,21,21,14,0,0,15,0,40,0,0,0
2298,128,11,17,10,18,0,0,16,0,10,0,0,0
2299,128,21,17,9,12,0,0,17,0,5,0,0,0
2300,128,8,1,4,5,0,0,18,0,4,0,0,0
2301,128,37,19,17,16,0,0,19,0,2,0,0,0
2302,128,22,6,2,2,0,0,20,0,0,0,0,0
2303,128,17,18,22,20,0,0,21,0,0,0,0,0
2304,128,62,18,23,21,0,0,22,0,0,0,0,0
2305,129,30,6,1,3,1,1,1,10,71,33:51.6,5631562,0
2306,129,22,6,2,1,2,2,2,6,71,0.182,5631744,0
2307,129,31,3,6,4,3,3,3,4,71,17.73,5649292,0
2308,129,23,3,5,2,4,4,4,3,71,18.448,5650010,0
2309,129,21,17,9,15,5,5,5,2,71,49.965,5681527,0
2310,129,14,1,3,8,6,6,6,1,71,50.672,5682234,0
2311,129,18,4,15,13,7,7,7,0,71,51.229,5682791,0
2312,129,63,7,24,10,8,8,8,0,71,+1:09.425,5700987,0
2313,129,66,7,25,14,9,9,9,0,71,+1:09.718,5701280,0
2314,129,35,16,11,17,10,10,10,0,70,0,0,0
2315,129,49,21,20,11,11,11,11,0,69,0,0,0
2316,129,17,18,23,21,12,12,12,0,69,0,0,0
2317,129,15,4,14,16,0,0,13,0,44,0,0,0
2318,129,62,18,22,22,0,0,14,0,42,0,0,0
2319,129,56,19,16,20,0,0,15,0,38,0,0,0
2320,129,2,15,7,5,0,0,16,0,27,0,0,0
2321,129,11,17,10,18,0,0,17,0,26,0,0,0
2322,129,44,16,12,9,0,0,18,0,22,0,0,0
2323,129,13,15,8,7,0,0,19,0,7,0,0,0
2324,129,8,1,4,6,0,0,20,0,5,0,0,0
2325,129,59,21,21,12,0,0,21,0,2,0,0,0
2326,129,37,19,17,19,0,0,22,0,0,0,0,0
2327,130,14,1,3,2,1,1,1,10,78,45:39.1,6339055,0
2328,130,30,6,1,3,2,2,2,6,78,1.05,6340105,0
2329,130,23,3,5,4,3,3,3,4,78,+1:07.450,6406505,0
2330,130,15,4,14,7,4,4,4,3,77,0,0,0
2331,130,21,17,9,11,5,5,5,2,77,0,0,0
2332,130,49,21,20,12,6,6,6,1,77,0,0,0
2333,130,22,6,2,5,7,7,7,0,77,0,0,0
2334,130,2,15,7,15,8,8,8,0,76,0,0,0
2335,130,56,19,16,19,9,9,9,0,76,0,0,0
2336,130,37,19,17,17,10,10,10,0,76,0,0,0
2337,130,17,18,23,20,11,11,11,0,76,0,0,0
2338,130,59,21,21,21,12,12,12,0,76,0,0,0
2339,130,63,7,24,9,0,0,13,0,69,0,0,0
2340,130,13,15,8,13,0,0,14,0,63,0,0,0
2341,130,44,16,12,18,0,0,15,0,51,0,0,0
2342,130,18,4,15,8,0,0,16,0,51,0,0,0
2343,130,31,3,6,1,0,0,17,0,46,0,0,0
2344,130,35,16,11,14,0,0,18,0,44,0,0,0
2345,130,8,1,4,6,0,0,19,0,41,0,0,0
2346,130,62,18,22,22,0,0,20,0,29,0,0,0
2347,130,11,17,10,16,0,0,21,0,22,0,0,0
2348,130,66,7,25,10,0,0,22,0,15,0,0,0
2349,131,30,6,1,2,1,1,1,10,70,33:36.1,5616111,0
2350,131,14,1,3,8,2,2,2,6,70,1.132,5617243,0
2351,131,22,6,2,3,3,3,3,4,70,7.082,5623193,0
2352,131,8,1,4,5,4,4,4,3,70,37.563,5653674,0
2353,131,21,17,9,6,5,5,5,2,70,42.812,5658923,0
2354,131,15,4,14,10,6,6,6,1,70,48.947,5665058,0
2355,131,23,3,5,4,7,7,7,0,70,0,0,0
2356,131,44,16,12,11,8,8,8,0,69,0,0,0
2357,131,13,15,8,12,9,9,9,0,69,0,0,0
2358,131,11,17,10,15,10,10,10,0,69,0,0,0
2359,131,17,18,23,21,11,11,11,0,69,0,0,0
2360,131,2,15,7,7,12,12,12,0,69,0,0,0
2361,131,49,21,20,19,13,13,13,0,69,0,0,0
2362,131,62,18,22,22,14,14,14,0,68,0,0,0
2363,131,18,4,15,13,15,15,15,0,65,0,0,0
2364,131,31,3,6,1,0,0,16,0,56,0,0,0
2365,131,66,7,25,20,0,0,17,0,45,0,0,0
2366,131,56,19,16,14,0,0,18,0,41,0,0,0
2367,131,63,7,24,18,0,0,19,0,41,0,0,0
2368,131,37,19,17,16,0,0,20,0,29,0,0,0
2369,131,59,21,21,17,0,0,21,0,16,0,0,0
2370,131,35,16,11,9,0,0,22,0,8,0,0,0
2371,132,22,6,2,4,1,1,1,10,60,35:07.4,5707426,0
2372,132,30,6,1,3,2,2,2,6,60,0.294,5707720,0
2373,132,8,1,4,6,3,3,3,4,60,46.435,5753861,0
2374,132,23,3,5,2,4,4,4,3,60,+1:06.963,5774389,0
2375,132,18,4,15,8,5,5,5,2,60,+1:16.944,5784370,0
2376,132,13,15,8,11,6,6,6,1,59,0,0,0
2377,132,2,15,7,9,7,7,7,0,59,0,0,0
2378,132,15,4,14,7,8,8,8,0,59,0,0,0
2379,132,44,16,12,12,9,9,9,0,59,0,0,0
2380,132,37,19,17,16,10,10,10,0,59,0,0,0
2381,132,59,21,21,21,11,11,11,0,59,0,0,0
2382,132,35,16,11,19,12,12,12,0,59,0,0,0
2383,132,49,21,20,15,13,13,13,0,59,0,0,0
2384,132,66,7,25,13,14,14,14,0,59,0,0,0
2385,132,17,18,23,20,15,15,15,0,58,0,0,0
2386,132,11,17,10,14,16,16,16,0,58,0,0,0
2387,132,63,7,24,10,0,0,17,0,51,0,0,0
2388,132,62,18,22,22,0,0,18,0,48,0,0,0
2389,132,56,19,16,17,0,0,19,0,41,0,0,0
2390,132,31,3,6,1,0,0,20,0,27,0,0,0
2391,132,14,1,3,5,0,0,21,0,27,0,0,0
2392,132,21,17,9,18,0,0,22,0,26,0,0,0
2393,133,30,6,1,3,1,1,1,10,60,31:45.0,5505015,0
2394,133,22,6,2,2,2,2,2,6,60,14.578,5519593,0
2395,133,31,3,6,1,3,3,3,4,60,31.661,5536676,0
2396,133,35,16,11,9,4,4,4,3,59,0,0,0
2397,133,44,16,12,13,5,5,5,2,59,0,0,0
2398,133,2,15,7,10,6,6,6,1,59,0,0,0
2399,133,21,17,9,17,7,7,7,0,59,0,0,0
2400,133,23,3,5,4,8,8,8,0,59,0,0,0
2401,133,13,15,8,11,9,9,9,0,59,0,0,0
2402,133,14,1,3,6,10,10,10,0,58,0,0,0
2403,133,37,19,17,21,11,11,11,0,58,0,0,0
2404,133,18,4,15,12,12,12,12,0,54,0,0,0
2405,133,11,17,10,14,0,0,13,0,50,0,0,0
2406,133,8,1,4,5,0,0,14,0,44,0,0,0
2407,133,15,4,14,7,0,0,15,0,29,0,0,0
2408,133,59,21,21,18,0,0,16,0,28,0,0,0
2409,133,56,19,16,19,0,0,17,0,23,0,0,0
2410,133,49,21,20,16,0,0,18,0,20,0,0,0
2411,133,63,7,24,8,0,0,19,0,15,0,0,0
2412,133,17,18,23,20,0,0,20,0,9,0,0,0
2413,133,66,7,25,15,0,0,21,0,0,0,0,0
2414,134,30,6,1,2,1,1,1,10,72,32:09.8,5529837,0
2415,134,8,1,4,4,2,2,2,6,72,1.104,5530941,0
2416,134,14,1,3,6,3,3,3,4,72,31.975,5561812,0
2417,134,31,3,6,1,4,4,4,3,72,40.675,5570512,0
2418,134,23,3,5,5,5,5,5,2,72,41.772,5571609,0
2419,134,18,4,15,7,6,6,6,1,71,0,0,0
2420,134,2,15,7,10,7,7,7,0,71,0,0,0
2421,134,17,18,23,18,8,8,8,0,71,0,0,0
2422,134,37,19,17,15,9,9,9,0,70,0,0,0
2423,134,62,18,22,19,10,10,10,0,68,0,0,0
2424,134,66,7,25,17,11,11,11,0,65,0,0,0
2425,134,56,19,16,9,0,0,12,0,52,0,0,0
2426,134,15,4,14,8,0,0,13,0,49,0,0,0
2427,134,13,15,8,12,0,0,14,0,48,0,0,0
2428,134,63,7,24,16,0,0,15,0,48,0,0,0
2429,134,35,16,11,13,0,0,16,0,35,0,0,0
2430,134,44,16,12,11,0,0,17,0,29,0,0,0
2431,134,11,17,10,14,0,0,18,0,23,0,0,0
2432,134,22,6,2,3,0,0,19,0,0,0,0,0
2433,134,49,21,20,0,0,0,20,0,0,0,0,0
2434,134,59,21,21,0,0,0,21,0,0,0,0,0
2435,134,21,17,9,0,0,0,22,0,0,0,0,0
2436,135,30,6,1,1,1,1,1,10,67,27:52.1,5272078,0
2437,135,31,3,6,4,2,2,2,6,67,10.503,5282581,0
2438,135,23,3,5,2,3,3,3,4,67,14.466,5286544,0
2439,135,22,6,2,3,4,4,4,3,67,23.195,5295273,0
2440,135,14,1,3,9,5,5,5,2,66,0,0,0
2441,135,2,15,7,10,6,6,6,1,66,0,0,0
2442,135,13,15,8,14,7,7,7,0,66,0,0,0
2443,135,11,17,10,12,8,8,8,0,66,0,0,0
2444,135,63,7,24,19,9,9,9,0,66,0,0,0
2445,135,21,17,9,6,0,0,10,0,59,0,0,0
2446,135,8,1,4,5,0,0,11,0,59,0,0,0
2447,135,56,19,16,16,0,0,12,0,57,0,0,0
2448,135,59,21,21,18,0,0,13,0,48,0,0,0
2449,135,44,16,12,7,0,0,14,0,39,0,0,0
2450,135,15,4,14,8,0,0,15,0,36,0,0,0
2451,135,35,16,11,11,0,0,16,0,27,0,0,0
2452,135,18,4,15,13,0,0,17,0,24,0,0,0
2453,135,66,7,25,17,0,0,18,0,23,0,0,0
2454,135,17,18,23,21,0,0,19,0,23,0,0,0
2455,135,49,21,20,15,0,0,20,0,18,0,0,0
2456,135,37,19,17,20,0,0,21,0,0,0,0,0
2457,136,22,6,2,1,1,1,1,10,77,41:49.0,6109001,0
2458,136,30,6,1,2,2,2,2,6,77,0.434,6109435,0
2459,136,23,3,5,3,3,3,3,4,77,13.356,6122357,0
2460,136,8,1,4,11,4,4,4,3,77,29.479,6138480,0
2461,136,14,1,3,10,5,5,5,2,77,37.8,6146801,0
2462,136,21,17,9,5,6,6,6,1,77,+1:08.804,6177805,0
2463,136,13,15,8,7,7,7,7,0,77,+1:13.612,6182613,0
2464,136,15,4,14,6,8,8,8,0,76,0,0,0
2465,136,2,15,7,8,9,9,9,0,76,0,0,0
2466,136,11,17,10,14,10,10,10,0,76,0,0,0
2467,136,31,3,6,4,11,11,11,0,76,0,0,0
2468,136,44,16,12,12,12,12,12,0,76,0,0,0
2469,136,37,19,17,15,13,13,13,0,75,0,0,0
2470,136,66,7,25,18,14,14,14,0,75,0,0,0
2471,136,63,7,24,17,15,15,15,0,75,0,0,0
2472,136,17,18,23,19,16,16,16,0,75,0,0,0
2473,136,19,18,22,20,0,0,17,0,58,0,0,0
2474,136,18,4,15,9,0,0,18,0,30,0,0,0
2475,136,56,19,16,16,0,0,19,0,23,0,0,0
2476,136,35,16,11,13,0,0,20,0,20,0,0,0
2477,137,30,6,1,1,1,1,1,10,44,21:20.6,4880634,0
2478,137,22,6,2,3,2,2,2,6,44,1.977,4882611,0
2479,137,31,3,6,5,3,3,3,4,44,18.445,4899079,0
2480,137,14,1,3,6,4,4,4,3,44,19.357,4899991,0
2481,137,23,3,5,4,5,5,5,2,44,56.44,4937074,0
2482,137,56,19,16,8,6,6,6,1,44,+1:17.370,4958004,0
2483,137,63,7,24,9,7,7,7,0,44,+1:17.809,4958443,0
2484,137,35,16,11,12,8,8,8,0,44,+1:19.855,4960489,0
2485,137,66,7,25,13,9,9,9,0,43,0,0,0
2486,137,2,15,7,18,10,10,10,0,43,0,0,0
2487,137,11,17,10,16,11,11,11,0,43,0,0,0
2488,137,44,16,12,15,12,12,12,0,39,0,0,0
2489,137,21,17,9,14,0,0,13,0,38,0,0,0
2490,137,37,19,17,11,0,0,14,0,37,0,0,0
2491,137,13,15,8,17,0,0,15,0,37,0,0,0
2492,137,8,1,4,2,0,0,16,0,35,0,0,0
2493,137,15,4,14,7,0,0,17,0,35,0,0,0
2494,137,19,18,22,20,0,0,18,0,17,0,0,0
2495,137,18,4,15,10,0,0,19,0,10,0,0,0
2496,137,17,18,23,19,0,0,20,0,4,0,0,0
2497,138,22,6,2,4,1,1,1,10,53,16:20.0,4579982,0
2498,138,30,6,1,2,2,2,2,6,53,0.255,4580237,0
2499,138,56,19,16,5,3,3,3,4,53,52.579,4632561,0
2500,138,15,4,14,11,4,4,4,3,53,58.219,4638201,0
2501,138,18,4,15,17,5,5,5,2,53,+1:07.770,4647752,0
